kr-pkl19,d6568e34-5ef0-48c6-8071-19be34fa92f5,2019-02-11 10:20:37,Miramar,DAENGCHAE,4,45,0,0,86.7714
kr-pkl19,d6568e34-5ef0-48c6-8071-19be34fa92f5,2019-02-11 10:20:37,Miramar,TAEMIN,10,58,0,0,82.9208
kr-pkl19,d6568e34-5ef0-48c6-8071-19be34fa92f5,2019-02-11 10:20:37,Miramar,ESTHER,10,60,0,1,163.344
kr-pkl19,d6568e34-5ef0-48c6-8071-19be34fa92f5,2019-02-11 10:20:37,Miramar,INDIGO,8,55,0,1,234.294
kr-pkl19,d6568e34-5ef0-48c6-8071-19be34fa92f5,2019-02-11 10:20:37,Miramar,KAYLE,8,57,0,0,169.114
kr-pkl19,d6568e34-5ef0-48c6-8071-19be34fa92f5,2019-02-11 10:20:37,Miramar,SEONGJANG,8,56,0,0,227.731
kr-pkl19,d6568e34-5ef0-48c6-8071-19be34fa92f5,2019-02-11 10:20:37,Miramar,HWAN2DA,4,20,1,1,88.8919
kr-pkl19,d6568e34-5ef0-48c6-8071-19be34fa92f5,2019-02-11 10:20:37,Miramar,PIO,7,53,0,1,73.1053
kr-pkl19,d6568e34-5ef0-48c6-8071-19be34fa92f5,2019-02-11 10:20:37,Miramar,R0WHA,6,49,0,0,47.2366
kr-pkl19,d6568e34-5ef0-48c6-8071-19be34fa92f5,2019-02-11 10:20:37,Miramar,MACZORA,10,61,0,0,0
kr-pkl19,d6568e34-5ef0-48c6-8071-19be34fa92f5,2019-02-11 10:20:37,Miramar,ALPHACA,11,16,2,1,241.732
kr-pkl19,d6568e34-5ef0-48c6-8071-19be34fa92f5,2019-02-11 10:20:37,Miramar,SPEAR,13,23,1,0,222.075
kr-pkl19,d6568e34-5ef0-48c6-8071-19be34fa92f5,2019-02-11 10:20:37,Miramar,ASURA,13,67,0,1,243.87
kr-pkl19,d6568e34-5ef0-48c6-8071-19be34fa92f5,2019-02-11 10:20:37,Miramar,SHADOW,5,46,0,5,322.89
kr-pkl19,d6568e34-5ef0-48c6-8071-19be34fa92f5,2019-02-11 10:20:37,Miramar,LAMBU,5,47,0,0,0
kr-pkl19,d6568e34-5ef0-48c6-8071-19be34fa92f5,2019-02-11 10:20:37,Miramar,NN,5,12,2,1,198.5
kr-pkl19,d6568e34-5ef0-48c6-8071-19be34fa92f5,2019-02-11 10:20:37,Miramar,MIHA,14,70,0,0,178.177
kr-pkl19,d6568e34-5ef0-48c6-8071-19be34fa92f5,2019-02-11 10:20:37,Miramar,LOKI,10,59,0,0,113.693
kr-pkl19,b16d72eb-dd8c-4c69-9ffa-6111ad0abd46,2019-02-11 11:07:45,Erangel,PIO,11,60,0,0,26.479
kr-pkl19,b16d72eb-dd8c-4c69-9ffa-6111ad0abd46,2019-02-11 11:07:45,Erangel,DAENGCHAE,10,12,2,0,230.269
kr-pkl19,b16d72eb-dd8c-4c69-9ffa-6111ad0abd46,2019-02-11 11:07:45,Erangel,HWAN2DA,10,24,1,0,206.833
kr-pkl19,b16d72eb-dd8c-4c69-9ffa-6111ad0abd46,2019-02-11 11:07:45,Erangel,LAMBU,4,1,6,1,628.124
kr-pkl19,b16d72eb-dd8c-4c69-9ffa-6111ad0abd46,2019-02-11 11:07:45,Erangel,TAEMIN,16,75,0,0,0
kr-pkl19,b16d72eb-dd8c-4c69-9ffa-6111ad0abd46,2019-02-11 11:07:45,Erangel,NN,4,2,5,1,621.025
kr-pkl19,b16d72eb-dd8c-4c69-9ffa-6111ad0abd46,2019-02-11 11:07:45,Erangel,MIHA,1,44,0,2,259.106
kr-pkl19,b16d72eb-dd8c-4c69-9ffa-6111ad0abd46,2019-02-11 11:07:45,Erangel,SEONGJANG,2,45,0,1,92.88
kr-pkl19,b16d72eb-dd8c-4c69-9ffa-6111ad0abd46,2019-02-11 11:07:45,Erangel,SHADOW,4,17,1,3,382.464
kr-pkl19,b16d72eb-dd8c-4c69-9ffa-6111ad0abd46,2019-02-11 11:07:45,Erangel,KAYLE,2,10,2,1,501.206
kr-pkl19,b16d72eb-dd8c-4c69-9ffa-6111ad0abd46,2019-02-11 11:07:45,Erangel,ASURA,8,8,3,0,223.22
kr-pkl19,b16d72eb-dd8c-4c69-9ffa-6111ad0abd46,2019-02-11 11:07:45,Erangel,SPEAR,8,56,0,0,0
kr-pkl19,b16d72eb-dd8c-4c69-9ffa-6111ad0abd46,2019-02-11 11:07:45,Erangel,R0WHA,7,6,3,1,351.666
kr-pkl19,b16d72eb-dd8c-4c69-9ffa-6111ad0abd46,2019-02-11 11:07:45,Erangel,ESTHER,16,74,0,0,82.56
